HGNC_ID	HGNC_symbol	transcript	gene	chr	tx_start	tx_end	bp	n_exons	p_all	p_syn	p_mis	p_non	p_css	p_fs	p_lof
HGNC:9385	PRKAG1	ENST00000316299.5	PRKAG1	12	49396681	49412523	1023	12	1.41941431971e-05	3.72058208488e-06	9.20385328033e-06	6.43996209104e-07	6.25711622828e-07	8.22396979789e-07	2.09210481172e-06
HGNC:28276	METTL7B	ENST00000394252.3	METTL7B	12	56075538	56077833	735	2	9.38243530104e-06	2.71940932249e-06	6.20111915395e-06	4.1946110004e-07	4.24457245606e-08	1.55591412126e-07	6.17498236727e-07
HGNC:6461	KRT84	ENST00000257951.3	KRT84	12	52771817	52779369	1803	9	2.76616665335e-05	7.63424356112e-06	1.9070444113e-05	6.03128862738e-07	3.5384999664e-07	6.58942117172e-07	1.61592097655e-06
HGNC:6445	KRT7	ENST00000331817.5	KRT7	12	52627080	52642544	1410	9	2.95454040595e-05	8.79797476923e-06	1.99642944706e-05	4.21887757951e-07	3.61247061761e-07	6.57188740832e-07	1.44032356054e-06
HGNC:16856	ESPL1	ENST00000257934.4	ESPL1	12	53662550	53687258	6363	30	9.19913663286e-05	2.50517919171e-05	6.172382276e-05	3.92164876756e-06	1.29410288385e-06	2.23399655989e-06	7.44974821131e-06
HGNC:5129	HOXC8	ENST00000040584.4	HOXC8	12	54403068	54405165	729	2	1.5611270271e-05	5.3834418217e-06	9.51064358381e-06	6.70540330747e-07	4.66445346836e-08	1.50950605737e-07	8.68135471168e-07
HGNC:3285	EIF4B	ENST00000262056.9	EIF4B	12	53400267	53434007	1836	15	2.95658925952e-05	6.58541858359e-06	2.0748527866e-05	1.52966651768e-06	7.02279627967e-07	1.11169251281e-06	3.34363865847e-06
HGNC:1555	CBX5	ENST00000209875.4	CBX5	12	54635538	54651434	576	4	6.98118229854e-06	1.83769304388e-06	4.79176071807e-06	2.1751606582e-07	1.34212470777e-07	3.03227188857e-07	6.54955725456e-07
HGNC:16006	CSRNP2	ENST00000228515.1	CSRNP2	12	51457528	51470344	1632	4	2.548087722e-05	6.59758046032e-06	1.7832222865e-05	7.9116948678e-07	2.59904407945e-07	2.85588018161e-07	1.33666191289e-06
HGNC:13666	AAAS	ENST00000209873.4	AAAS	12	53701272	53715249	1641	16	2.43614195429e-05	6.2853830476e-06	1.61609025364e-05	1.24993728195e-06	6.65196676893e-07	1.19210378122e-06	3.10723774005e-06
HGNC:26980	FAM186A	ENST00000327337.5	FAM186A	12	50721165	50790267	7056	8	7.44878832915e-06	2.07787409984e-06	4.9556902224e-06	3.8748808135e-07	2.77359255578e-08	5.63177604012e-07	9.7840161092e-07
HGNC:6442	KRT5	ENST00000252242.4	KRT5	12	52908725	52914080	1773	9	3.12854979146e-05	9.32045317105e-06	2.10440358226e-05	5.54065247455e-07	3.66943673427e-07	6.60637326668e-07	1.58164624755e-06
HGNC:2243	COPZ1	ENST00000262061.2	COPZ1	12	54718947	54744307	534	9	7.4132257471e-06	1.99137713658e-06	4.73839688922e-06	3.29835714819e-07	3.53616006482e-07	6.83436909813e-07	1.36688863111e-06
HGNC:24550	METTL7A	ENST00000548553.1	METTL7A	12	51318821	51323933	735	2	1.03741699059e-05	2.96809682063e-06	6.95931847976e-06	4.00195093152e-07	4.65595123204e-08	1.42397303511e-07	5.89151908984e-07
HGNC:4455	GPD1	ENST00000301149.3	GPD1	12	50497833	50503302	1050	8	1.55595132688e-05	4.57458204123e-06	1.03961513226e-05	2.87421007984e-07	3.01358896957e-07	5.60475434422e-07	1.14925533936e-06
NA	NA	ENST00000598930.1	AC024257.1	12	48759939	48760392	453	1	4.58005980402e-07	1.2325828994e-07	3.1391174882e-07	2.08359416418e-08	0.0	6.76454438421e-08	8.84813854839e-08
HGNC:13788	ANKRD33	ENST00000301190.6	ANKRD33	12	52281970	52285089	1359	5	2.17862013638e-05	6.52612116704e-06	1.43171192515e-05	7.66538518839e-07	1.76422426481e-07	3.62663303958e-07	1.30562424928e-06
HGNC:17521	ZNF385A	ENST00000338010.5	ZNF385A	12	54764039	54785028	1161	8	1.64429138393e-05	4.75941487192e-06	1.05903275619e-05	7.71599230918e-07	3.21572174517e-07	6.07860993479e-07	1.70103239891e-06
HGNC:17067	FAIM2	ENST00000320634.3	FAIM2	12	50264286	50297575	951	12	1.36673516446e-05	4.14290868419e-06	8.51874024188e-06	5.52047102747e-07	4.53655615751e-07	8.37143264174e-07	1.84284598267e-06
HGNC:23698	FMNL3	ENST00000335154.5	FMNL3	12	50039597	50100963	3084	26	4.79632987216e-05	1.27460538742e-05	3.2657480367e-05	1.33937667748e-06	1.22038780293e-06	1.80528943412e-06	4.36505391454e-06
HGNC:18966	CSAD	ENST00000267085.4	CSAD	12	53552294	53573592	1563	16	2.4300112623e-05	6.81190861485e-06	1.6249471565e-05	6.42671210994e-07	5.96061232164e-07	1.18888938324e-06	2.4276218264e-06
HGNC:4128	GALNT6	ENST00000543196.2	GALNT6	12	51748162	51773565	1869	10	3.09113845509e-05	8.8494477854e-06	2.03923654758e-05	1.14158783412e-06	5.27983455609e-07	7.18028212921e-07	2.38759950265e-06
HGNC:19737	TNS2	ENST00000314276.3	TENC1	12	53442927	53457666	4260	29	7.13971638173e-05	2.10316638375e-05	4.71380402533e-05	1.97449564337e-06	1.25296408307e-06	2.15047184479e-06	5.37793157124e-06
HGNC:6960	MCRS1	ENST00000357123.4	MCRS1	12	49952425	49960222	1428	14	2.23189373029e-05	5.74116788039e-06	1.52186309549e-05	8.24726425753e-07	5.34412041863e-07	9.70257806219e-07	2.32939627384e-06
NA	NA	ENST00000595310.1	DKFZP779L1853	12	48592179	48592575	396	1	7.69724284457e-07	2.53484224244e-07	4.93405467777e-07	2.2834592436e-08	0.0	6.74126307948e-08	9.02472232308e-08
HGNC:5125	HOXC13	ENST00000243056.3	HOXC13	12	54332690	54339040	993	2	2.07857408504e-05	7.38924460448e-06	1.30540923444e-05	3.06378017041e-07	3.60258846194e-08	1.5076165089e-07	4.93165552551e-07
HGNC:24528	PRR13	ENST00000429243.2	PRR13	12	53836498	53839843	447	3	4.16685701722e-06	1.20604752558e-06	2.79983844782e-06	8.21022624255e-08	7.88687813979e-08	2.24068760607e-07	3.85039804431e-07
HGNC:24320	LARP4	ENST00000398473.2	LARP4	12	50794793	50869647	2175	16	2.65537809623e-05	6.30845946083e-06	1.79293160463e-05	1.65226276376e-06	6.63742691505e-07	1.1285260433e-06	3.44453149856e-06
HGNC:237	ADCY6	ENST00000307885.4	ADCY6	12	49162373	49177217	3507	21	6.48137069257e-05	1.8171417613e-05	4.44391159755e-05	1.22651895739e-06	9.76654379696e-07	1.43244815171e-06	3.6356214888e-06
HGNC:6412	KRT1	ENST00000252244.3	KRT1	12	53068976	53074132	1935	9	3.05842486578e-05	8.81558287563e-06	2.03594112869e-05	1.04947465231e-06	3.59779842995e-07	6.62633747416e-07	2.07188824272e-06
HGNC:11205	SP1	ENST00000327443.4	SP1	12	53774075	53805024	2358	6	2.98569907268e-05	7.94776767429e-06	2.05833045862e-05	1.10389177173e-06	2.22026694629e-07	4.4773264651e-07	1.77365111287e-06
HGNC:29321	NCKAP5L	ENST00000335999.6	NCKAP5L	12	50185621	50197827	4005	11	5.47022921259e-05	1.62281141436e-05	3.63100241233e-05	1.77697338644e-06	3.87180472399e-07	7.6593642733e-07	2.93009028617e-06
HGNC:17321	SP7	ENST00000536324.2	SP7	12	53721929	53729430	1296	2	1.95728409167e-05	5.57647642688e-06	1.33845131221e-05	5.80389752827e-07	3.14616148151e-08	1.49069374154e-07	7.60920741796e-07
HGNC:29109	TESPA1	ENST00000449076.1	TESPA1	12	55354952	55368346	1566	9	1.94032033472e-05	5.01550871422e-06	1.32141935426e-05	8.51667602326e-07	3.21833488077e-07	6.91221418594e-07	1.864722509e-06
NA	NA	ENST00000591834.1	RP11-793H13.10	12	53900641	53994784	1392	12	1.82552377263e-05	4.61208989756e-06	1.23919977307e-05	8.02738075512e-07	4.4841202255e-07	8.9779968023e-07	2.14894977829e-06
HGNC:5126	HOXC4	ENST00000609810.1	HOXC4	12	54447706	54448989	795	2	1.75956840887e-05	6.09433941099e-06	1.08610418953e-05	5.95223004457e-07	4.50797779334e-08	1.51073333507e-07	7.91376115898e-07
HGNC:11034	SLC4A8	ENST00000453097.2	SLC4A8	12	51818771	51901222	3282	25	4.27421760394e-05	1.11111916999e-05	2.91052242706e-05	1.5102528663e-06	1.01550720264e-06	1.79886167172e-06	4.32462174065e-06
HGNC:31416	C1QL4	ENST00000334221.3	C1QL4	12	49726836	49730260	717	2	1.54171513985e-05	5.73779391888e-06	9.48659294781e-06	1.58241166277e-07	3.45233655596e-08	1.37977389073e-07	3.30741920909e-07
HGNC:29284	DIP2B	ENST00000301180.5	DIP2B	12	50898923	51138622	4731	38	6.88062774855e-05	1.88721344901e-05	4.5366333803e-05	2.94284419237e-06	1.62496500002e-06	2.69344624368e-06	7.26125543607e-06
HGNC:24893	H1FNT	ENST00000335017.1	H1FNT	12	48723074	48723842	768	1	1.46613049218e-05	4.77298998276e-06	9.41047875204e-06	4.77836187021e-07	0.0	6.75947379132e-08	5.45430924934e-07
HGNC:18707	GRASP	ENST00000293662.4	GRASP	12	52400803	52408983	1188	8	2.10927628088e-05	6.90909048005e-06	1.33154023903e-05	5.8288405722e-07	2.85385881233e-07	5.81621248203e-07	1.44989118666e-06
HGNC:30588	MUCL1	ENST00000308796.6	MUCL1	12	55248366	55252026	273	4	4.00894302971e-06	1.11554482335e-06	2.51267791258e-06	1.27999157367e-07	2.52721136413e-07	3.06594081962e-07	6.87314375742e-07
HGNC:28216	COX14	ENST00000550487.1	COX14	12	50513826	50514000	174	1	2.52737949293e-06	5.77705904075e-07	1.77049944236e-06	1.79174146495e-07	0.0	7.00782296878e-08	2.49252376183e-07
HGNC:9224	POU6F1	ENST00000389243.4	POU6F1	12	51584029	51590626	906	5	1.4340393642e-05	4.02741374136e-06	9.83513163075e-06	3.11789033973e-07	1.6605923592e-07	3.57836468544e-07	8.35684738437e-07
HGNC:18268	LMBR1L	ENST00000267102.8	LMBR1L	12	49491454	49504338	1470	17	2.22420319923e-05	6.28998219941e-06	1.44614170408e-05	6.62701253896e-07	8.27931498158e-07	1.16733809961e-06	2.65797085166e-06
NA	NA	ENST00000599343.1	AC068987.1	12	52203958	52204336	378	1	4.60462035404e-07	1.48967372671e-07	2.99095405457e-07	1.23992572755e-08	0.0	7.24232380905e-08	8.4822495366e-08
HGNC:16676	ANP32D	ENST00000266594.1	ANP32D	12	48866447	48866843	396	1	4.69649077427e-06	1.465478357e-06	3.10910889245e-06	1.21903524817e-07	0.0	6.77931236463e-08	1.89696648463e-07
HGNC:25679	ATG101	ENST00000336854.4	C12orf44	12	52467434	52470974	657	2	1.21346137019e-05	3.35703783932e-06	8.4915305751e-06	2.40108784814e-07	4.59365026458e-08	1.45581730186e-07	4.31627017645e-07
HGNC:654	ARF3	ENST00000256682.4	ARF3	12	49332729	49334878	546	4	9.17007708789e-06	2.59410090687e-06	6.09941785604e-06	3.4122086385e-07	1.35337461135e-07	2.73763767326e-07	7.50322092311e-07
HGNC:33749	CCDC184	ENST00000316554.3	C12orf68	12	48577905	48578490	585	1	1.27147663187e-05	4.85163299182e-06	7.64214054465e-06	2.20992782215e-07	0.0	6.73930906304e-08	2.88385872845e-07
HGNC:6460	KRT83	ENST00000293670.3	KRT83	12	52708414	52715119	1482	9	2.99975229286e-05	9.2432718857e-06	1.97678018061e-05	6.26084992068e-07	3.60364244712e-07	6.58137141475e-07	1.64458637825e-06
HGNC:28779	TMPRSS12	ENST00000398458.3	TMPRSS12	12	51236747	51281296	1047	5	1.24421097668e-05	3.49574381905e-06	8.34825565077e-06	4.58125440662e-07	1.39984856257e-07	3.55549220507e-07	9.53659517426e-07
HGNC:15339	OR9K2	ENST00000305377.5	OR9K2	12	55523552	55524560	1008	1	1.16505642253e-05	2.89048281242e-06	8.5355138692e-06	2.24567543715e-07	0.0	7.70293951972e-08	3.01596938912e-07
HGNC:8775	PDE1B	ENST00000243052.3	PDE1B	12	54943656	54971112	1611	14	2.54268720184e-05	6.73532443408e-06	1.72382972265e-05	8.8005654691e-07	5.7319381094e-07	1.06754853316e-06	2.52079889101e-06
HGNC:17347	DDX23	ENST00000308025.3	DDX23	12	49224251	49239565	2463	16	4.33549428552e-05	8.83539429018e-06	3.12303809156e-05	2.61248391343e-06	6.76683736035e-07	1.09276255229e-06	4.38193020175e-06
HGNC:27050	BCDIN3D	ENST00000333924.4	BCDIN3D	12	50232153	50236870	879	2	1.5098660814e-05	4.39036458075e-06	9.9443209192e-06	7.18370550942e-07	4.56047631457e-08	1.39381883651e-07	9.03357197739e-07
HGNC:30275	ARHGEF25	ENST00000333972.7	ARHGEF25	12	58003999	58010677	1860	16	2.79412906411e-05	7.66799144574e-06	1.85288221913e-05	9.78782934415e-07	7.65694069637e-07	1.28759578365e-06	3.0320727877e-06
HGNC:5438	IFNG	ENST00000229135.3	IFNG	12	68549132	68553395	501	4	6.26482062011e-06	1.57304041227e-06	4.05040632719e-06	5.21432425288e-07	1.19941455366e-07	3.8040763778e-07	1.02178151843e-06
HGNC:28412	NABP2	ENST00000380198.2	NABP2	12	56618640	56622997	636	6	1.02880487852e-05	2.9947986534e-06	6.67124917401e-06	3.9706165037e-07	2.24939307398e-07	4.71295637589e-07	1.09329659536e-06
HGNC:10852	SHMT2	ENST00000328923.3	SHMT2	12	57623561	57628144	1515	12	2.62313618056e-05	7.02147841725e-06	1.75776315816e-05	1.01220181042e-06	6.2004999631e-07	9.59343373741e-07	2.59159518047e-06
HGNC:29177	MON2	ENST00000393632.2	MON2	12	62860987	62986529	5154	35	6.1238764694e-05	1.62278628464e-05	4.05263553811e-05	3.00457059898e-06	1.47997586749e-06	3.05574702452e-06	7.54029349099e-06
HGNC:29452	XRCC6BP1	ENST00000300145.3	XRCC6BP1	12	58335484	58350673	741	6	1.07356773477e-05	2.93879600304e-06	7.18936488751e-06	3.90599308736e-07	2.16917148417e-07	4.85639064409e-07	1.09315552156e-06
HGNC:3431	ERBB3	ENST00000267101.3	ERBB3	12	56474084	56495839	4029	28	5.98814398916e-05	1.53773928322e-05	4.05394834853e-05	2.63184306852e-06	1.33272050559e-06	2.19422252402e-06	6.15878609813e-06
HGNC:9784	RAB5B	ENST00000360299.5	RAB5B	12	56380744	56385996	648	5	9.49842732373e-06	2.44509065476e-06	6.26051799466e-06	6.14527258102e-07	1.78291416189e-07	3.91109341198e-07	1.18392801549e-06
HGNC:23786	PIP4K2C	ENST00000354947.5	PIP4K2C	12	57985072	57995389	1266	10	2.097265855e-05	6.12085491456e-06	1.37837932258e-05	6.54798939589e-07	4.13211469978e-07	8.0452175253e-07	1.8725321621e-06
HGNC:30258	WIBG	ENST00000408946.2	WIBG	12	56295655	56321545	615	3	8.53739741318e-06	2.25846849485e-06	5.81333937658e-06	3.96675490512e-07	6.89140512288e-08	2.34336233987e-07	6.99925775727e-07
HGNC:28229	LLPH	ENST00000266604.2	LLPH	12	66517619	66522886	390	2	4.57197835635e-06	1.00265324526e-06	3.27490137575e-06	2.48511827304e-07	4.59119080296e-08	1.84567755695e-07	4.78991491028e-07
HGNC:24029	INHBE	ENST00000266646.2	INHBE	12	57849319	57850631	1053	2	1.51308304191e-05	4.07422088717e-06	1.01272592901e-05	8.8670996886e-07	4.26402728496e-08	1.6051131477e-07	1.08986155648e-06
HGNC:29001	TMEM194A	ENST00000300128.4	TMEM194A	12	57453661	57472528	1335	9	1.72060543804e-05	4.54136600943e-06	1.13229732465e-05	1.04421377142e-06	2.97501353036e-07	7.17442662796e-07	2.05915778725e-06
HGNC:4216	GDF11	ENST00000257868.5	GDF11	12	56137100	56143666	1224	3	2.56031885638e-05	8.1543218586e-06	1.66635471065e-05	7.01272836532e-07	8.40467621732e-08	2.33655109776e-07	1.01897470848e-06
HGNC:6068	INHBC	ENST00000309668.2	INHBC	12	57828669	57843805	1059	2	1.43841850491e-05	3.80810119643e-06	9.92323994412e-06	6.06293043833e-07	4.65508647419e-08	1.60473218039e-07	8.13317126615e-07
HGNC:1692	CD63	ENST00000549117.1	CD63	12	56119344	56122125	717	7	1.09231752885e-05	3.45501578484e-06	6.80170796031e-06	3.10351705586e-07	3.56099837756e-07	5.44993303654e-07	1.211444847e-06
HGNC:12367	TSFM	ENST00000323833.8	TSFM	12	58176584	58190366	1041	7	1.24861306684e-05	3.69242957658e-06	8.21256462571e-06	3.88588189549e-07	1.92548276542e-07	5.65017703445e-07	1.14615416954e-06
HGNC:14900	IL22	ENST00000538666.1	IL22	12	68642578	68647228	540	5	7.08522831069e-06	1.99592163328e-06	4.77160737851e-06	1.39035194557e-07	1.78664104333e-07	4.76161660154e-07	7.93860959044e-07
HGNC:11363	STAT2	ENST00000314128.4	STAT2	12	56737172	56750355	2556	23	3.54894102434e-05	9.54471829332e-06	2.31456736092e-05	1.79602490262e-06	1.00299343827e-06	1.81060057012e-06	4.609618911e-06
HGNC:29014	ZBTB39	ENST00000300101.2	ZBTB39	12	57396562	57398701	2139	1	3.23919655668e-05	9.38710088267e-06	2.206274835e-05	9.42116334136e-07	0.0	7.96293968495e-08	1.02174573099e-06
HGNC:25893	ZC3H10	ENST00000257940.2	ZC3H10	12	56514346	56515651	1305	1	2.06168863429e-05	5.19566347135e-06	1.46397243312e-05	7.81498540323e-07	0.0	7.84043388314e-08	8.59902879154e-07
HGNC:14470	SLC26A10	ENST00000320442.4	SLC26A10	12	58014003	58019528	1692	14	2.64805947187e-05	8.60611471186e-06	1.66001866219e-05	7.23366821354e-07	5.50926563608e-07	1.12682471441e-06	2.40111809937e-06
NA	NA	ENST00000550412.1	RP11-644F5.10	12	56109835	56115490	369	4	5.44793768666e-06	1.4345398451e-06	3.59607996272e-06	2.85305144824e-07	1.3201273401e-07	3.11379166488e-07	7.28697045321e-07
HGNC:15488	IL23A	ENST00000228534.4	IL23A	12	56732828	56733888	570	4	6.94330820607e-06	1.83797280338e-06	4.73688364026e-06	2.31975715954e-07	1.36476046461e-07	3.14825977964e-07	6.83277740378e-07
HGNC:7165	MMP19	ENST00000322569.4	MMP19	12	56230819	56236614	1527	9	2.3118839449e-05	6.17030619728e-06	1.54763828469e-05	1.12002263955e-06	3.52127765283e-07	7.02118242034e-07	2.17426864686e-06
HGNC:29836	NDUFA4L2	ENST00000393825.1	NDUFA4L2	12	57629345	57630868	264	4	4.37030648194e-06	1.1775771265e-06	2.95381874359e-06	1.22702188115e-07	1.16208423731e-07	3.19801566954e-07	5.587121788e-07
HGNC:17119	IL26	ENST00000229134.4	IL26	12	68595624	68619536	516	5	6.07715914698e-06	1.58269196149e-06	4.04312553451e-06	2.96618630227e-07	1.5472302077e-07	4.75913575674e-07	9.27255226671e-07
NA	NA	ENST00000548613.1	RP11-272B17.2	12	59917184	59917692	261	2	2.97080012858e-07	7.96871209117e-08	2.03783785006e-07	9.45245888524e-09	4.15664805401e-09	1.66247369224e-07	1.79856476164e-07
HGNC:18401	RNF41	ENST00000345093.4	RNF41	12	56600230	56607831	954	5	1.76088519116e-05	4.68867122303e-06	1.21820884659e-05	5.57358441385e-07	1.80733781298e-07	3.92629506336e-07	1.13072172902e-06
HGNC:9909	RBMS2	ENST00000262031.5	RBMS2	12	56915807	56982796	1224	13	1.68117877233e-05	4.70704106107e-06	1.07263878705e-05	7.24652424356e-07	6.53706367335e-07	1.02742769925e-06	2.40578649094e-06
HGNC:18081	WIF1	ENST00000286574.4	WIF1	12	65445128	65514971	1140	10	1.44833680635e-05	3.87376653462e-06	9.42141019714e-06	7.01313444022e-07	4.86877887772e-07	9.08248228575e-07	2.09643956037e-06
HGNC:29534	ESYT1	ENST00000541590.1	ESYT1	12	56522103	56537646	3345	31	5.22505360629e-05	1.40312027365e-05	3.42968802888e-05	2.57360358815e-06	1.3488494494e-06	2.43115898995e-06	6.3536120275e-06
HGNC:11368	STAT6	ENST00000300134.3	STAT6	12	57490354	57502061	2544	21	3.63514071738e-05	1.00056365959e-05	2.39911158872e-05	1.23211352037e-06	1.12254117035e-06	1.67506469441e-06	4.02971938513e-06
HGNC:17382	SRGAP1	ENST00000355086.3	SRGAP1	12	64238596	64536452	3258	22	4.64706447114e-05	1.2676372923e-05	3.1090702134e-05	1.80337865206e-06	9.00191002269e-07	1.96747508919e-06	4.67104474351e-06
HGNC:19414	DPY19L2	ENST00000324472.4	DPY19L2	12	63954291	64062173	2277	22	2.96827313606e-05	7.5808793611e-06	2.02258272535e-05	9.96057889934e-07	8.79966856006e-07	1.95355504785e-06	3.82957979379e-06
HGNC:13529	CNPY2	ENST00000273308.4	CNPY2	12	56704335	56709001	549	5	9.02191343262e-06	2.29870690455e-06	6.04742801904e-06	4.91226929503e-07	1.84551579546e-07	3.93345057861e-07	1.06912356691e-06
HGNC:7595	MYO1A	ENST00000442789.2	MYO1A	12	57422538	57442107	3132	27	4.70609882989e-05	1.25189728693e-05	3.11273991818e-05	2.25846567666e-06	1.1561505712e-06	2.15129642586e-06	5.56591267372e-06
HGNC:10414	RPS26	ENST00000356464.5	RPS26	12	56435950	56437938	348	4	7.50425412716e-06	1.7761936436e-06	5.10905123886e-06	4.81571773289e-07	1.37437471398e-07	3.13180285479e-07	9.32189530165e-07
HGNC:1771	CDK2	ENST00000266970.4	CDK2	12	56360792	56365409	897	7	1.31860580221e-05	3.30666181056e-06	8.89014061914e-06	6.23777444795e-07	3.65478147625e-07	5.47348113353e-07	1.53660370577e-06
HGNC:26515	COQ10A	ENST00000308197.5	COQ10A	12	56660902	56664101	744	5	1.21801246409e-05	2.95370485402e-06	8.57231630499e-06	4.86525946844e-07	1.67577535076e-07	3.93041342526e-07	1.04714482445e-06
HGNC:17077	CTDSP2	ENST00000398073.2	CTDSP2	12	58217384	58240218	816	8	1.26632169743e-05	3.60514313359e-06	8.53143933932e-06	2.30324065922e-07	2.96310435461e-07	6.46177378872e-07	1.17281188026e-06
HGNC:6289	KCNMB4	ENST00000258111.4	KCNMB4	12	70760514	70824433	633	3	1.27199662437e-05	4.44413242274e-06	7.89630810102e-06	2.87289781363e-07	9.2235938572e-08	2.94634602369e-07	6.74160322304e-07
NA	NA	ENST00000399333.3	AC124890.1	12	69186335	69186590	255	1	2.81193068629e-07	7.98207484517e-08	1.91239087329e-07	1.01332328492e-08	0.0	9.59827720104e-08	1.0611600486e-07
HGNC:11521	TAC3	ENST00000458521.2	TAC3	12	57406162	57409581	366	5	5.32372113266e-06	1.54130294828e-06	3.39697812988e-06	9.34307821758e-08	2.92009272318e-07	3.98207467889e-07	7.83647522384e-07
HGNC:26517	C12orf66	ENST00000398055.3	C12orf66	12	64587621	64616017	1338	3	1.890115112e-05	5.86806789369e-06	1.23609858483e-05	5.92543735345e-07	7.95536426906e-08	2.68879041141e-07	9.40976419175e-07
HGNC:29823	MYL6B	ENST00000553066.1	MYL6B	12	56547702	56551510	627	6	9.98042906564e-06	3.08105951479e-06	6.33429968336e-06	3.43032065992e-07	2.22037801493e-07	4.70708752878e-07	1.03577862036e-06
HGNC:9369	PRIM1	ENST00000338193.6	PRIM1	12	57125498	57146082	1263	13	1.27560020679e-05	2.99732365802e-06	8.89122518257e-06	4.6186579444e-07	4.05587432864e-07	1.03045719607e-06	1.89791042338e-06
HGNC:16049	PTGES3	ENST00000262033.6	PTGES3	12	57058262	57081783	483	8	5.98703414085e-06	1.47288070541e-06	3.83934345515e-06	3.83474135841e-07	2.91335844442e-07	6.33334282917e-07	1.3081442632e-06
HGNC:6898	MARS	ENST00000262027.5	MARS	12	57881873	57910364	2703	21	4.12601775429e-05	1.12084632205e-05	2.72566938053e-05	1.90642712549e-06	8.88593391521e-07	1.68674112949e-06	4.4817616465e-06
HGNC:13530	TMEM5	ENST00000261234.6	TMEM5	12	64173740	64202872	1332	6	1.9875634412e-05	5.70023842046e-06	1.30197118845e-05	8.15344211747e-07	3.40339895264e-07	5.34286439468e-07	1.68997054648e-06
HGNC:29917	MDM1	ENST00000303145.7	MDM1	12	68689033	68726025	2145	14	2.71848974725e-05	7.03697235211e-06	1.82226661233e-05	1.35866404863e-06	5.66594948453e-07	1.33451531707e-06	3.25977431415e-06
HGNC:4504	LGR5	ENST00000266674.5	LGR5	12	71833860	71978514	2724	18	3.65350286868e-05	1.12520284148e-05	2.34532715693e-05	1.09401144546e-06	7.35717257229e-07	1.79665932663e-06	3.62638802932e-06
HGNC:5009	HMGA2	ENST00000403681.2	HMGA2	12	66219050	66357072	330	5	3.53792570913e-06	1.00141644699e-06	2.30441965801e-06	1.04315683831e-07	1.277739203e-07	4.59718464053e-07	6.91808068183e-07
HGNC:16037	ORMDL2	ENST00000243045.5	ORMDL2	12	56212783	56214179	462	3	7.06829548395e-06	2.01318450223e-06	4.66233603601e-06	3.01387556195e-07	9.13873895081e-08	2.33955370726e-07	6.2673031643e-07
NA	NA	ENST00000549357.1	CTD-2021H9.3	12	71441429	71511962	252	3	3.51907562343e-07	1.24129070053e-07	2.13531101277e-07	6.12974252368e-09	8.11764848965e-09	2.97525409114e-07	3.11772800127e-07
HGNC:30688	CAND1	ENST00000545606.1	CAND1	12	67663497	67706610	3693	15	4.34472269796e-05	1.1651789896e-05	2.95800487581e-05	1.601070955e-06	6.14317370588e-07	1.40867805569e-06	3.62406638128e-06
HGNC:2849	DGKA	ENST00000331886.5	DGKA	12	56330287	56347552	2208	23	3.28883361942e-05	9.07965537434e-06	2.12811221306e-05	1.42913353327e-06	1.098425156e-06	1.79761439882e-06	4.32517308808e-06
HGNC:11105	SMARCC2	ENST00000267064.4	SMARCC2	12	56557472	56583245	3645	28	5.86490518442e-05	1.75481101391e-05	3.76759455552e-05	2.21135158117e-06	1.21364456865e-06	2.19745720297e-06	5.62245335279e-06
HGNC:29167	R3HDM2	ENST00000347140.3	R3HDM2	12	57648555	57704211	2931	22	3.01003571262e-05	7.92891865151e-06	2.03436959481e-05	1.29577373742e-06	5.31968789143e-07	1.76025928685e-06	3.58800181341e-06
NA	NA	ENST00000600202.1	HBCBP	12	57390744	57391335	591	1	6.90350692499e-07	2.11604771747e-07	4.46320903155e-07	3.24250175964e-08	0.0	7.96191779748e-08	1.12044195571e-07
HGNC:14271	RASSF3	ENST00000542104.1	RASSF3	12	65004412	65088692	717	5	1.03070817357e-05	2.73150287207e-06	7.12905438339e-06	2.66725163637e-07	1.79799316638e-07	4.51344476304e-07	8.97868956579e-07
HGNC:28423	STAC3	ENST00000332782.2	STAC3	12	57637594	57643419	1095	11	1.78553485056e-05	4.61843737407e-06	1.2051964894e-05	3.71146174325e-07	8.13800063237e-07	8.79608107629e-07	2.06455434519e-06
HGNC:4117	B4GALNT1	ENST00000341156.4	B4GALNT1	12	58020526	58025915	1602	10	3.12941310467e-05	9.73015542404e-06	2.05050581674e-05	6.77031325263e-07	3.81886129969e-07	8.04960981021e-07	1.86387843625e-06
HGNC:16921	AGAP2	ENST00000547588.1	AGAP2	12	58120334	58132029	3579	19	6.21892313522e-05	1.97841019816e-05	3.9642463323e-05	1.93057973016e-06	8.32086317573e-07	1.53210502816e-06	4.29477107589e-06
HGNC:7030	METTL1	ENST00000324871.7	METTL1	12	58162778	58165866	831	6	1.45417258131e-05	4.00599040212e-06	9.87753252922e-06	4.40101361075e-07	2.18101520687e-07	4.84146906147e-07	1.14234978791e-06
HGNC:27468	SPRYD4	ENST00000338146.5	SPRYD4	12	56862375	56863361	624	2	1.01930569239e-05	2.58025962076e-06	7.2092564618e-06	3.57717451424e-07	4.58233898673e-08	1.57772186037e-07	5.61313027328e-07
HGNC:7878	CNOT2	ENST00000229195.3	CNOT2	12	70672006	70747695	1623	15	2.1721588369e-05	5.79361666984e-06	1.42614701753e-05	1.04012214005e-06	6.26379383836e-07	1.47177273467e-06	3.13827425855e-06
