transcript	gene	bp	covered_bp	all	syn	mis	non	rdt	css	frameshift
NM_032776	JMJD1C	7623	7623	-4.04189501042	-4.63481452051	-4.20474761755	-5.39957028512	-7.89576509428	-5.91625037274	-5.31618677105
NM_001163812	C10orf2	1749	1749	-4.52462996675	-5.13871609477	-4.68647954498	-5.72254961517	NA	-6.86773956812	-5.95552288134
NM_001142285	RPS24	870	870	-5.23304628065	-5.82698273379	-5.40746991899	-6.53863313375	NA	-6.80865291202	-6.2587934382
NM_001130103	COL13A1	2154	2154	-4.48079775888	-4.98868386148	-4.6586372233	-6.11901588139	-7.6500196402	-7.22697847988	-5.86506699186
NM_001114133	SYNPO2L	2934	2934	-4.41636324095	-4.95002579767	-4.58589793369	-5.94567471038	-7.72686291636	-7.71599632023	-5.73085258131
NM_033338	CASP7	1011	1011	-4.82499226633	-5.3579901043	-5.02428431438	-6.08401216711	-7.59147541791	-6.56654176819	-6.19356153523
NM_001085398	TLX1NB	369	369	-5.40427864983	-5.95703714547	-5.56690982633	-6.89515682516	NA	NA	-6.63128632466
NM_001242546	ANAPC16	333	333	-5.33124061845	-5.88517676814	-5.50658530587	-6.86051804769	-7.69659914204	-7.05207554979	-6.67586845731
NM_198795	TDRD1	3570	3570	-4.37145428246	-4.94432536856	-4.54721396455	-5.7993994124	-7.60055136955	-5.93173718471	-5.64564447471
NM_020354	ENTPD7	1815	1815	-4.58107620807	-5.18167081364	-4.75895798432	-5.76155436931	-7.72200350432	-6.31362945195	-5.93943606145
NM_001776	ENTPD1	1533	1533	-4.73340667813	-5.27657642077	-4.91480219467	-6.22694163154	-7.59178149147	-6.39819617462	-6.01277053597
NM_000698	ALOX5	2025	2025	-4.44908279313	-4.96554892619	-4.64218767135	-5.94263848563	-7.74395610973	-6.10903428518	-5.89188766327
NM_024834	MCMBP	1929	1929	-4.5924956038	-5.15876708703	-4.77486473027	-5.97839800977	-7.88356270929	-6.11841181597	-5.91298046318
NM_012207	HNRNPH3	1041	1041	-4.81362294136	-5.43458514954	-4.99234968735	-5.99256796909	-7.74891608911	-6.32756664344	-6.18086196131
NM_025015	HSPA12A	2028	2028	-4.42595739646	-4.92068750996	-4.61859716333	-6.08133794189	-7.84612464136	-6.23065649094	-5.89124474016
NM_014317	PDSS1	1248	1248	-4.78592288159	-5.36123593072	-4.97716521792	-5.98638196415	-7.55448016134	-6.37808466584	-6.10209810547
NM_001015880	PAPSS2	1860	1860	-4.55024579185	-5.12315589719	-4.71852380998	-5.99264859452	-7.87729309064	-6.31228392496	-5.9287997466
NM_032429	LZTS2	2010	2010	-4.44865196626	-5.02038072419	-4.61409811863	-5.80148530954	-7.71550243864	-6.87029573004	-5.8951166334
NM_006204	PDE6C	2577	2577	-4.46452109978	-5.02887147974	-4.64894077382	-5.83311206518	-7.83504532582	-5.98601552939	-5.78719827227
NM_003901	SGPL1	1707	1707	-4.62553114045	-5.19809236899	-4.79885414007	-6.061307752	-7.74767910377	-6.24383774673	-5.96607916971
NM_001123	ADK	1038	1038	-4.91892925548	-5.50032464685	-5.09476502024	-6.40123496474	-7.67051504951	-6.36204331126	-6.18211533731
NM_001002295	GATA3	1335	1335	-4.57289126764	-5.00257402444	-4.7959655442	-6.20416877642	-7.69029478896	-6.81341564229	-6.07283142512
NM_000375	UROS	798	798	-4.97081210732	-5.47840733338	-5.17768734073	-6.57947856627	-7.78051481	-6.34720446316	-6.29630979947
NM_020992	PDLIM1	990	990	-4.81573132378	-5.36266892537	-4.99668074813	-6.33399799302	-7.72290235742	-6.41161532225	-6.20267749622
NM_022494	ZDHHC6	1242	1242	-4.82434708938	-5.42849344931	-4.99708008318	-6.09009453846	-7.59151528885	-6.45484582448	-6.10419109498
NM_001012973	PLAC9	294	294	-5.34423328368	-5.84616000215	-5.54746335635	-6.84077404009	-7.78790709452	-6.97475409146	-6.72996536041
NM_001029954	CDNF	564	564	-5.07484807628	-5.60430919967	-5.25966264779	-6.56529651865	-7.6682368834	-6.86461522236	-6.44703358684
NM_020752	GPR158	3648	3648	-4.22341441638	-4.75295136697	-4.4071707482	-5.60232075636	-7.68901443579	-6.3526399598	-5.63625786116
NM_004412	TRDMT1	1176	1176	-4.87104291279	-5.44332640599	-5.0555483858	-6.17632182401	-7.70668845796	-6.43313242006	-6.12790536908
NM_022124	CDH23	10065	10065	-3.72005623946	-4.21589628991	-3.89856564754	-5.47667270864	-7.66527712843	-7.58558153199	-5.1954989116
NM_019619	PARD3	4071	4071	-4.20721578335	-4.78195780805	-4.38279735553	-5.50989592986	-7.74475515024	-5.99717962161	-5.58861158844
NM_173791	PDZD8	3465	3465	-4.26127356494	-4.78155321067	-4.43737261559	-5.81565404906	-7.6895730151	-6.74665414696	-5.65860945187
NM_199131	VAX1	561	561	-4.84349040579	-5.34753986169	-5.03953405326	-6.25316076848	-7.57668372515	-6.88002932796	-6.44934982956
NM_001174098	SLC29A3	777	777	-4.88528182405	-5.38951210204	-5.07006787273	-6.57111102965	-8.01496332699	-6.80505693183	-6.30789167202
NM_032812	PLXDC2	1590	1590	-4.67126485855	-5.24759247413	-4.85368075449	-5.95776792732	-7.86500985596	-6.26693739572	-5.9969155665
NM_004523	KIF11	3171	3171	-4.42769744841	-5.02889559583	-4.59753291724	-5.77548795407	-7.88605835671	-5.98178210368	-5.69711644879
NM_001609	ACADSB	1299	1299	-4.8053933604	-5.34697452193	-4.99425937443	-6.23476044482	-7.68132168916	-6.3778380228	-6.08470353975
NM_007373	SHOC2	1749	1749	-4.70294172408	-5.30039548671	-4.85872083275	-6.19918827319	-7.66940584294	-6.50513327637	-5.95552288134
NM_000124	ERCC6	4482	4482	-4.21171772649	-4.77725448687	-4.38993782195	-5.52320454027	-7.86540679556	-6.01784430913	-5.54684083862
NM_032211	LOXL4	2271	2271	-4.40559215707	-4.97463612873	-4.5676317219	-5.97367421514	-7.74856065358	-6.25405812413	-5.8420955566
NM_001242339	PFKP	2331	2331	-4.28835006938	-4.7873661496	-4.48574958215	-5.84517483964	-7.68655082314	-5.98377156835	-5.8307704173
NM_012330	KAT6B	6222	6222	-4.06569736909	-4.61298343076	-4.24061685633	-5.46311974117	-7.65921631546	-6.18348813098	-5.40438268405
NM_001134658	SLC35G1	1098	1098	-4.88243256956	-5.40244850684	-5.0663655333	-6.30002070178	-7.60337047811	-7.38458216086	-6.15771035071
NM_017893	SEMA4G	2532	2532	-4.38373335071	-4.9764189743	-4.53887884678	-5.89669348461	-7.74564040317	-6.24354591118	-5.79484898948
NM_145869	ANXA11	1518	1518	-4.58190660751	-5.10672378759	-4.77210800013	-6.09752817117	-7.74796154148	-6.18757098483	-6.01704091926
NM_031212	SLC25A28	1095	1095	-4.76105623786	-5.26073103762	-4.95337766324	-6.25069176709	-7.72628603474	-6.86600780976	-6.15889857164
NM_001123376	TMEM72	828	828	-4.95531885457	-5.42958672183	-5.15467276269	-6.71911713413	-7.7437773625	-6.81801438607	-6.28028235404
NM_001009610	FAM22D	1674	1674	-4.57006503108	-5.07204763091	-4.76080654023	-6.07882960761	-7.74517336199	-6.61579337338	-5.97455723716
NM_001099338	FAM22A	2637	2637	-4.40733755631	-4.92055227542	-4.59015188221	-5.84738694632	-7.69135599698	NA	-5.77720256103
NM_006077	MICU1	1437	1437	-4.74737888666	-5.37694775429	-4.89458560639	-6.03158698589	-7.81500783136	NA	-6.04085592269
NM_001010848	NRG3	2091	2091	-4.46261565145	-4.97766553356	-4.65587818224	-5.86543589031	-7.66181590897	-6.33113360247	-5.877958658
NM_001193424	SUV39H2	1233	1233	-4.83199936719	-5.40534933059	-5.01504976024	-6.0665334053	-7.74724613043	-6.59251899843	-6.10734961422
NM_003635	NDST2	2652	2652	-4.37591236797	-4.99772277469	-4.52332611333	-5.82505924979	-7.67059956849	-6.26593190982	-5.77473917109
NM_001001936	AFAP1L2	2457	2457	-4.40861429818	-4.91245049262	-4.60250500963	-6.01899749786	-7.69147623611	-6.07394782303	-5.80790753434
NM_001040103	OPALIN	396	396	-5.21146000551	-5.7887413552	-5.38383600694	-6.68476871883	-7.54550565139	-6.81936092807	-6.60061750489
NM_024928	OBFC1	1107	1107	-4.83611343389	-5.41302797801	-5.01503902653	-6.24315305905	-7.7452325962	-6.32604431743	-6.15416506994
NM_000274	OAT	1320	1320	-4.73184679804	-5.26866255524	-4.92319938478	-6.07078865502	-7.7438454943	-6.45229539923	-6.07773875961
NM_001098208	HNRNPF	1248	1248	-4.69495991578	-5.17827612532	-4.88588795107	-6.29588155009	-7.69224375346	-7.67800448639	-6.10209810547
NM_005271	GLUD1	1677	1677	-4.54371569706	-5.08836020321	-4.71090168126	-6.3784333521	-7.56616033413	-6.27406482832	-5.97377962821
NM_018076	ARMC4	3135	3135	-4.37819340757	-4.95222855986	-4.54223061438	-5.91461241512	-7.78129396216	-6.11262472969	-5.70207514565
NM_173081	ARMC3	2619	2619	-4.47801117343	-5.03928366087	-4.65775351167	-5.8856970048	-7.89529089278	-6.0835167112	-5.7801771924
NM_198046	ZDHHC16	1134	1134	-4.72965511236	-5.33558282584	-4.90369187865	-6.00280301257	-7.73717542854	-6.28109577554	-6.14369963626
NM_025130	HKDC1	2754	2754	-4.30928121143	-4.8306392724	-4.49732976183	-5.80183337833	-7.71468713485	-6.05830434854	-5.7583487549
NM_001047160	NET1	1791	1791	-4.60422109061	-5.18750513493	-4.77796804222	-5.91284079259	-7.65676595727	-6.33331470272	-5.94521710497
NM_018461	PPP2R2D	1266	1264	-4.66852097216	-5.19335051372	-4.84223055448	-6.25738610838	-7.67606351626	-7.03933308192	-6.09656561687
NM_001142595	P4HA1	1605	1605	-4.67924562891	-5.29332568955	-4.84212782153	-6.05280268163	-7.55551039356	-6.26544386103	-5.99283765408
NM_022802	CTBP2	2958	2958	-4.20737250884	-4.70057153717	-4.39614002175	-5.80726447956	-7.59039488028	-6.44748126515	-5.72731452116
NM_001039380	C10orf25	369	369	-5.21465803186	-5.77808856134	-5.39142282475	-6.50796134512	-7.68367160413	-7.3810698946	-6.63128632466
NM_152710	C10orf27	1056	1056	-4.79513718932	-5.35412446006	-4.96466290151	-6.42783572676	-7.7442106093	-6.43928529964	-6.17464877262
NM_017787	C10orf26	1029	1029	-4.787968207	-5.32584278995	-4.97358728619	-6.09934764004	-7.67990962418	-6.8916237251	-6.18589731606
NM_001256268	MYPN	3081	3081	-4.35109599913	-4.90175936724	-4.52666013368	-5.82799358575	-7.89601606015	-6.1085572483	-5.7096209925
NM_032810	ATAD1	1086	1086	-4.85466587254	-5.47395843146	-5.01622550503	-6.20583761706	-7.89576387408	-6.4581703262	-6.16248286557
NM_005479	FRAT1	840	840	-5.13811494032	-5.62402274295	-5.33318705708	-6.65551622118	-7.8854800694	-7.6587623459	-6.27403340476
NM_005063	SCD	1080	1080	-4.7749406959	-5.35796381508	-4.93448373318	-6.27107438302	-7.74540868609	-6.65231355375	-6.16488893533
NM_007041	ATE1	1557	1557	-4.68557923282	-5.23859504	-4.88073765221	-5.91863899522	-7.68144635052	-6.33145493573	-6.00602407825
NM_003061	SLIT1	4605	4605	-4.09253632672	-4.60923691106	-4.27984118025	-5.68000284728	-7.59149253927	-5.79462365079	-5.53508305629
NM_004741	NOLC1	2100	2100	-4.56279914155	-5.12304342948	-4.74291543869	-5.91781172324	-7.66349414319	-6.2779932123	-5.87609339609
NM_152586	USP54	5055	5055	-4.18891885588	-4.77440034274	-4.35628184705	-5.53089096962	-7.83445115397	-6.03225939874	-5.49459153089
NM_001081	CUBN	10872	10872	-3.8061184299	-4.33728336922	-3.9935118609	-5.26238447766	-7.87633954254	-5.4824438909	-5.1620032471
NM_002629	PGAM1	765	765	-4.85520043364	-5.3844939024	-5.03148190374	-6.42122707635	-7.72569312973	-6.87685262103	-6.31465125567
NM_022146	NPFFR1	1293	1293	-4.8850038089	-5.38485055249	-5.05943599116	-6.72536722014	NA	NA	-6.08671416594
NM_173575	STK32C	1461	1461	-4.55104878515	-5.02194470776	-4.75991262691	-6.27569943667	-7.73688263654	-6.16830391922	-6.03366247489
NM_030625	TET1	6411	6411	-4.09361419727	-4.64789210111	-4.26556946547	-5.4690382033	-7.74869396915	-6.35100620881	-5.39138691394
NM_006793	PRDX3	771	771	-4.95049777752	-5.46201825686	-5.15304318602	-6.33141086657	-7.6580042373	-6.62375396389	-6.31125831277
NM_005029	PITX3	909	909	-4.65175148699	-5.07924195262	-4.86885371009	-6.47979805818	-7.62449103494	-7.07247196156	-6.2397488076
NM_024756	MMRN2	2850	2850	-4.3088348738	-4.78551859136	-4.50471992566	-5.92970892164	-7.74812974921	-6.60444249216	-5.74346783081
NM_007055	POLR3A	4173	4173	-4.20099800859	-4.73615642033	-4.38650122437	-5.66349176714	-7.57630090099	-5.87686119548	-5.57786430611
NM_018109	MTPAP	1749	1749	-4.60573325641	-5.18922013897	-4.77514877591	-5.93394254552	-7.54461782804	-6.46068617538	-5.95552288134
NM_004521	KIF5B	2892	2892	-4.42265638404	-5.04289764542	-4.59002057971	-5.73711290359	-7.83482568345	-5.92869322205	-5.7371144022
NM_199461	NANOS1	879	879	-5.16172594216	-5.58770115156	-5.37994974509	-6.86120469224	NA	NA	-6.25432381575
NM_000773	CYP2E1	1482	1482	-4.59767320849	-5.12231288316	-4.77974260636	-6.14667161114	-7.59640609639	-6.43902842655	-6.02746448718
NM_153256	C10orf47	1308	1308	-4.8280429354	-5.28982893363	-5.0304402815	-6.50429371379	NA	-7.04072125443	-6.08170494683
NM_153810	C10orf46	1110	1110	-4.73595796145	-5.21911330591	-4.94590849191	-6.29893354431	-7.57655274484	-6.32428693843	-6.15298971203
NM_016341	PLCE1	6909	6909	-4.02784315397	-4.57647374723	-4.21239712686	-5.33660054106	-7.66289275109	-5.87800802197	-5.35889749814
NM_139155	ADAMTS14	3681	3681	-4.19241122496	-4.73816336261	-4.37064166759	-5.68250784068	-7.59982775551	-5.90782268322	-5.63234687337
NM_001184783	VDAC2	930	930	-5.00616660018	-5.55496082286	-5.188558544	-6.59082078595	-7.88642129689	-6.48799824594	-6.22982974227
NM_000684	ADRB1	1434	1434	-4.54849525439	-5.02055132423	-4.73680757318	-6.38449675102	NA	NA	-6.04176353949
NM_001001412	CALHM1	1041	1041	-4.61657429721	-5.09701315558	-4.80384041982	-6.39024206811	-7.7475687652	-7.3395027199	-6.18086196131
NM_015916	CALHM2	972	972	-4.71309915674	-5.21755284606	-4.88865152949	-6.49598046426	-7.87746500943	-7.34515894757	-6.21064642589
NM_002900	RBP3	3744	3744	-4.16118132232	-4.64826526155	-4.34501286475	-5.92850831976	-7.69964909307	-6.86905469695	-5.62497685075
NM_173160	FXYD4	270	270	-5.40922751418	-5.90729549589	-5.6406122904	-7.08365920672	-7.74384883233	-6.5666006175	-6.76694892666
NM_031453	FAM107B	921	921	-4.83561523913	-5.35377546164	-5.02449703502	-6.28169309489	-7.71345223386	-6.74656013225	-6.23405306062
NM_006744	RBP4	606	606	-4.84241137135	-5.32154804762	-5.05739942805	-6.27818987934	-7.68991695795	-6.52910970364	-6.41584006665
NM_006393	NEBL	3045	3045	-4.38862611117	-4.94569924355	-4.57927697945	-5.72509864451	-7.88492689369	-5.88857034293	-5.71472539385
NM_001109	ADAM8	2475	2475	-4.44241286795	-4.96104294461	-4.62603862607	-6.19609101502	-7.71052404474	-6.06806799026	-5.80473748755
NM_203380	ACSL5	2052	2052	-4.55644133775	-5.10039201262	-4.74177751763	-6.07442307398	-7.72738749875	-6.07116695247	-5.88613533438
NM_213606	SLC16A12	1551	1551	-4.72846435199	-5.28635594039	-4.89412533244	-6.29884985568	-7.55443754862	-6.64997662609	-6.00770089301
NM_014915	ANKRD26	5133	5133	-4.22550754911	-4.79099327174	-4.40732492756	-5.56367726914	-7.74829925455	-5.8471487313	-5.48794142656
NM_144590	ANKRD22	576	576	-5.09228773181	-5.66588110978	-5.27633079645	-6.40312461098	-7.8348115955	-6.64823808874	-6.4378902074
NM_032709	PYROXD2	1746	1746	-4.55616619366	-5.06155440316	-4.75696615455	-6.0203344573	-7.66276301364	-6.19917850892	-5.95626845145
NM_032804	ADO	813	813	-4.80138251083	-5.24085453634	-5.01099635641	-6.51499818907	NA	NA	-6.28822214523
NM_153034	ZNF488	1023	1023	-4.76029157841	-5.28842192465	-4.9470594572	-6.05380601209	-7.71155822775	-7.70452102827	-6.18843705711
NM_001354	AKR1C2	972	972	-4.87980910717	-5.45142631278	-5.07203457126	-6.09548910394	-7.8616680013	-6.43902935132	-6.21064642589
NM_001080836	MEIG1	267	267	-5.41283523302	-5.97519424794	-5.58805904405	-6.79648436998	-7.71158305385	-7.34446127959	-6.77180142946
NM_145312	ZNF485	1326	1326	-4.84132803036	-5.42169370824	-5.0074733043	-6.16740588274	-7.70420899264	-7.027414212	-6.07576916675
NM_003739	AKR1C3	972	972	-4.87275821531	-5.47958439369	-5.05454340043	-6.05030542672	-7.86176376948	-6.4369737108	-6.21064642589
NM_003675	PRPF18	1029	1029	-4.83056755772	-5.38172374346	-5.00893796254	-6.39936219519	-7.72099677335	-6.39191954164	-6.18589731606
NM_001198819	A1CF	1809	1809	-4.62736657799	-5.19802773756	-4.81366629153	-5.84543586054	-7.74813296833	-6.35331409874	-5.94087412396
NM_012425	RSU1	834	834	-4.87699596785	-5.38814382794	-5.07045356713	-6.44868451463	-7.70881658965	-6.5158724425	-6.27714664018
NM_012071	COMMD3	588	588	-5.22460996187	-5.81182984996	-5.42232677186	-6.471585769	-7.81495202733	-6.54489967343	-6.42893536474
NM_212554	METTL10	876	876	-5.00711522405	-5.49575529088	-5.21807306096	-6.43241396247	-8.39143818251	-6.66107087327	-6.25580858465
NM_172171	CAMK2G	1671	1671	-4.55595601709	-5.10126577156	-4.74441105228	-6.09516842156	-7.72292621365	-5.98108260711	-5.97533624093
NM_030929	KAZALD1	915	915	-4.72995411983	-5.20056163574	-4.9303210148	-6.37018454561	-7.71535687923	-6.86816488479	-6.23689159675
NM_001025077	CELF2	1527	1527	-4.59842678826	-5.10330002012	-4.79168567995	-6.18526308825	-7.66836676843	-6.30329515929	-6.01447365376
NM_001278	CHUK	2238	2238	-4.57121631375	-5.21018007098	-4.73200181535	-5.90675301159	-7.60106069151	-6.05705934946	-5.84845260863
NM_018590	CSGALNACT2	1629	1629	-4.68272162818	-5.30452290919	-4.84057990847	-5.96583721544	-7.78035687226	-6.57031218438	-5.98639160651
NM_178161	PTF1A	987	987	-5.05104145777	-5.46080630271	-5.2883785566	-6.61164947342	-7.74471092424	-7.70143164999	-6.20399553815
NM_001010987	IFIT1B	1425	1425	-4.76928130624	-5.35040735606	-4.93342772783	-6.08068800241	-7.8631334517	-7.32648875481	-6.04449782648
NM_003577	UTF1	1026	1026	-5.31369832815	-5.73017617513	-5.54293681019	-6.94651042494	-7.76388041023	NA	-6.18716533004
NM_012465	TLL2	3048	3048	-4.24127815853	-4.73397577525	-4.44190526375	-5.79181171634	-7.57703027503	-5.94565863601	-5.71429772815
NM_017551	GRID1	3030	3030	-4.27897962927	-4.78240482115	-4.46436344106	-5.95763566197	-7.7051275122	-6.18659977959	-5.71687006232
NM_000771	CYP2C9	1473	1473	-4.74539447197	-5.33705886336	-4.89956307032	-6.40105886334	-7.74886482284	-6.45155875835	-6.03010994398
NM_001198855	CYP2C8	1263	1263	-4.81357127098	-5.41063105692	-4.98037399562	-6.16509196972	-7.74891506054	-6.50493006434	-6.09690934027
NM_004098	EMX2	759	759	-4.8393439522	-5.28131243138	-5.06762849427	-6.23507586966	-7.88407220499	-7.04112857291	-6.31807091492
NM_153714	C10orf67	558	558	-5.13532782061	-5.7146506421	-5.30008620935	-6.43906002119	-7.72359763857	NA	-6.45167849188
NM_001009997	C10orf62	672	672	-5.00954535313	-5.54559632277	-5.17560118127	-6.65394168577	-7.67986976321	-7.73144321262	-6.37094341777
NM_024688	C10orf68	1887	1887	-4.6607799932	-5.27911646674	-4.83544739695	-5.94202701958	-7.7776243445	-6.08970311973	-5.92254079066
NM_001042357	PTPN20B	1263	1263	-4.76525468147	-5.36625980707	-4.93086090599	-6.21189419524	-7.89475121152	-6.2890716689	-6.09690934027
NM_001042389	PTPN20A	1263	1263	-4.76525468147	-5.36625980707	-4.93086090599	-6.21189419524	-7.89475121152	-6.2890716689	-6.09690934027
NM_004092	ECHS1	873	873	-4.88656589385	-5.38252563764	-5.08726503294	-6.64089598	-7.71828388084	-6.38421310348	-6.25729844711
NM_001029888	FAM24A	318	318	-5.36129688121	-5.88289371742	-5.53570631856	-7.16093301356	-7.68135283513	-7.39694690749	-6.69588557084
NM_152644	FAM24B	285	285	-5.37186806393	-5.85732864565	-5.56668983997	-7.05383739225	-7.74414507156	-7.39694743453	-6.74346783081
NM_178011	LRRTM3	1746	1746	-4.58384025504	-5.11770685473	-4.76299182842	-5.96530046877	-7.86316797034	-7.04767671026	-5.95626845145
NM_018055	NODAL	1044	1044	-4.82096661094	-5.3620396679	-4.99764893677	-6.22597741393	-7.66877836275	-7.05942260499	-6.17961219215
NM_198148	CPXM2	2271	2271	-4.4372827793	-4.96633203509	-4.62054540184	-5.92162429581	-7.66181832215	-6.2582007723	-5.8420955566
NM_000102	CYP17A1	1527	1527	-4.63567076603	-5.17450925988	-4.81255490272	-6.14007826711	-7.88905929443	-6.50493872919	-6.01447365376
NM_001143773	FAM13C	1509	1509	-4.68701160639	-5.25575954001	-4.86688018893	-6.03580349543	-7.77792940222	-6.31461286954	-6.01962345104
NM_017615	NSMCE4A	1158	1158	-4.9357031949	-5.59901792634	-5.10091217675	-6.1922563725	-7.69607403418	-6.31063408267	-6.13460413143
NM_021800	DNAJC12	597	597	-5.10085369125	-5.67972876082	-5.28484015894	-6.3564593928	-7.6034448065	-6.73954099671	-6.42233835969
NM_024326	FBXL15	903	903	-4.6497198062	-5.11562268017	-4.84161348179	-6.61261902498	NA	-7.02573076391	-6.24262494051
NM_004566	PFKFB3	1563	1563	-4.47722760236	-4.97720951263	-4.66803628923	-6.18049319597	-7.74335964666	-6.19936692032	-6.0043537128
NM_016824	ADD3	2121	2121	-4.57261542273	-5.16288745724	-4.74448809975	-5.88953155983	-7.8658502766	-6.24557848322	-5.8717720223
NM_001253837	PKD2L1	2277	2277	-4.47903424282	-5.04096831834	-4.65978051003	-5.88930022309	-7.89593603347	-6.04802074661	-5.84094966021
NM_005204	MAP3K8	1404	1404	-4.68439675335	-5.24475330329	-4.85667967386	-6.16612989431	-7.74799679506	-6.41911275131	-6.05094558303
NM_001204062	COMMD3-BMI1	1410	1410	-4.8166054236	-5.42289244735	-4.99713477647	-6.06279734013	-7.69688047353	-6.27896220424	-6.04909357817
NM_012147	DUX2	1458	1458	-4.41757838639	-4.87119630248	-4.62785767379	-5.97492420628	-7.72678783482	-6.84590191546	-6.03455516684
NM_014468	VENTX	777	777	-4.83085256433	-5.3446043417	-5.00619453315	-6.56262491594	-7.77147310076	-7.04415879748	-6.30789167202
NM_001098844	TMEM236	1056	1056	-4.95442946382	-5.4972040788	-5.12860298985	-6.44964274145	NA	-6.88095774642	-6.17464877262
NM_001004470	ST8SIA6	1197	1197	-4.79943337276	-5.30664106411	-4.9880025359	-6.44843133418	-7.86529975725	-6.54672559298	-6.12021854041
NM_002727	SRGN	477	477	-5.1296952299	-5.69443527413	-5.30030324782	-6.795329257	-7.70212762186	-6.68009962621	-6.51979431178
NM_144587	BTBD16	1521	1521	-4.63001149119	-5.15415243848	-4.82144121521	-6.15204857754	-7.70978766426	-6.20761778224	-6.01618347677
NM_001172303	MASTL	2640	2640	-4.48533773371	-5.02692119756	-4.66341309619	-5.95109928521	-7.68936800911	-6.33376217313	-5.77670876395
NM_016628	WAC	1944	1944	-4.58517334261	-5.13175908166	-4.77528035467	-5.90791510486	-7.72520734248	-6.23968323803	-5.90961643023
NM_020338	ZMIZ1	3204	3204	-4.20261529783	-4.68310754887	-4.40340829877	-5.84513632708	-7.74428163969	-5.98845227809	-5.69262018341
NM_020200	PRTFDC1	678	678	-5.02934103077	-5.58205899251	-5.22582826981	-6.35426164554	-7.8654866017	-6.48457318418	-6.36708299695
NM_015960	CUTC	822	822	-4.98042839856	-5.63038550881	-5.13418775146	-6.3729779146	-7.69002034796	-6.47785883079	-6.28344087328
NM_018245	OGDHL	3033	3033	-4.25553537832	-4.78610066954	-4.43043886656	-5.97098355048	-7.69093085704	-6.02131704139	-5.71644028051
NM_001102469	LIPN	1197	1197	-4.90620802995	-5.50462336552	-5.05968262558	-6.25752947774	-7.88251792346	NA	-6.12021854041
NM_022451	NOC3L	2403	2403	-4.55428288762	-5.16410213855	-4.72851292412	-5.83401768212	-7.69358408015	-6.05379065213	-5.81755892002
NM_001242307	PITRM1	3117	3117	-4.34196586912	-4.82679253196	-4.53553897992	-5.84152505147	-7.63459342623	NA	-5.70457588854
NM_002079	GOT1	1242	1242	-4.71138635932	-5.27662238305	-4.89108975387	-6.09568024785	-7.72622062776	-6.32240216438	-6.10419109498
NM_024701	ASB13	837	837	-4.795986611	-5.23180080808	-5.01492328536	-6.51528729242	-7.74790547195	-6.83378143686	-6.27558723283
NM_152310	ELOVL3	813	813	-4.9363339777	-5.48442578496	-5.10739595309	-6.47527884854	-7.7266326504	-6.85868605387	-6.28822214523
NM_018294	CWF19L1	1617	1617	-4.69426862944	-5.28589339692	-4.86719123254	-6.12286691497	-7.86647137324	-6.15738916542	-5.98960267091
NM_004419	DUSP5	1155	1155	-4.65563281703	-5.14498604617	-4.84665825981	-6.25352398583	-7.89539452966	-6.87924712747	-6.13573070659
NM_015188	TBC1D12	2328	2328	-4.5880041707	-5.16012316055	-4.77406787559	-5.83477600325	-7.71298108592	-6.22213958876	-5.83132971484
NM_174937	TCERG1L	1761	1761	-4.68148108039	-5.20575793134	-4.85572076089	-6.20096400644	-7.59736342	NA	-5.95255333485
NM_016299	HSPA14	1530	1530	-4.69751488395	-5.25912911362	-4.88636588209	-6.01128237945	-7.70419507692	-6.23971328604	-6.01362126
NM_130439	MXI1	888	888	-4.85816557529	-5.41770652192	-5.06004965313	-5.96424384676	-7.56622425921	-6.66026773235	-6.24989972504
NM_178505	TMEM26	1107	1107	-4.74860693889	-5.26506832607	-4.93738690251	-6.21602373558	-7.70573002167	-6.63891944051	-6.15416506994
NM_006829	C10orf116	231	231	-5.61277506345	-6.09560354501	-5.82263560333	-7.22973197168	-7.55773068556	-7.34053508393	-6.83470071093
NM_001010911	C10orf114	411	411	-5.02755440671	-5.59311907839	-5.1912871649	-6.44937403344	-7.78139895499	-7.62086260855	-6.58447086894
NM_018017	C10orf118	2697	2697	-4.49817761115	-5.11149105255	-4.67325573488	-5.6632441992	-7.86601048566	-6.21123406937	-5.76743174437
NM_032807	FBXO18	3285	3285	-4.26597073304	-4.7856759589	-4.45425071043	-5.79116554146	-7.74774714541	-5.97787467611	-5.68177731692
NM_018058	CRTAC1	1986	1986	-4.43401482804	-4.94999144285	-4.61566367453	-6.09060852039	-7.7450632451	-6.27367242529	-5.90033344666
NM_020799	STAMBPL1	1311	1311	-4.76895889587	-5.36297743632	-4.95013658105	-6.02277628667	-7.65054135157	-6.30108278006	-6.08070999913
NM_001030013	NPS	270	270	-5.52522227159	-6.0943044077	-5.70065215626	-7.16636936938	-7.55328097683	-7.04275195461	-6.76694892666
NM_001141945	ACTA2	1134	1134	-4.72936932933	-5.29317342372	-4.89617960075	-6.27372549805	-7.86609465685	-6.5084806007	-6.14369963626
NM_058222	TECTB	990	990	-4.81914673176	-5.33097035446	-5.01589541135	-6.36218659467	-7.59288424981	-6.40011955582	-6.20267749622
NM_031455	CCDC3	813	813	-4.87704057321	-5.34553531502	-5.07932719147	-6.45633425427	-7.82025474742	-7.19128117877	-6.28822214523
